model,comparison,bf,se,ci.5%,ci.95%,M,prop_inside,prop_inside_se,distance,sub_n
attraction,bf_00',7.460363825,0.042639504,7.391062553,7.533073623,500000,0.415604,7.12E-04,9,1313
attraction,bf_00',7.462271974,0.043541467,7.390457998,7.534178865,500000,0.419286,7.03E-04,9,1541
repulsion,bf_0u,7.462452865,0.035451123,7.405783009,7.520008761,500000,0.649114,6.64E-04,2,171
non-monotonic_repulsion,bf_0u,7.46319797,0.055385286,7.372489936,7.554849597,500000,0.282288,6.40E-04,9,1963
repulsion,bf_u0,7.463222716,0.102201232,7.302465574,7.635890253,500000,0.011692,1.52E-04,5,2393
repulsion,bf_0u,7.466448408,0.034471316,7.40983335,7.522167254,500000,0.652254,6.75E-04,14,2223
attraction,bf_0u,7.472856453,0.034898315,7.414621805,7.529572509,500000,0.650004,6.79E-04,2,312
non-monotonic_repulsion,bf_0u,7.476069057,0.057345754,7.382469778,7.574564082,500000,0.281474,6.46E-04,9,1172
attraction,bf_0u,7.485829501,0.034773157,7.428235603,7.543820613,500000,0.660864,6.65E-04,9,1746
non-monotonic_repulsion,bf_0u,7.486184566,0.056079059,7.396240239,7.579593398,500000,0.277438,6.47E-04,14,2052
attraction,bf_0u,7.486446095,0.034952295,7.429563149,7.543429379,500000,0.651216,6.68E-04,14,3552
attraction,bf_0u,7.489770317,0.03506318,7.432288708,7.546532241,500000,0.656748,6.79E-04,14,2831
attraction,bf_00',7.490786967,0.042932544,7.421128855,7.562307238,500000,0.417552,7.01E-04,9,491
repulsion,bf_u0,7.49167096,0.104991031,7.322471573,7.667934497,500000,0.011646,1.51E-04,2,2933
repulsion,bf_0u,7.492975676,0.034740427,7.435990735,7.549662887,500000,0.659232,6.70E-04,9,1211
similarity,bf_u0,7.5,5.999409967,3.306560694,18.9603391,500000,8.00E-06,4.21E-06,5,312
similarity,bf_u0,7.5,5.584440853,3.338005669,19.06212834,500000,8.00E-06,4.24E-06,5,2281
non-monotonic_repulsion,bf_00',7.50103362,0.061451668,7.402630437,7.601262945,500000,0.229026,5.84E-04,5,2313
attraction,bf_0u,7.501076303,0.035094173,7.445240445,7.560817285,500000,0.655114,6.76E-04,14,1992
non-monotonic_attraction,bf_u0,7.503943218,0.157254747,7.249527968,7.768198493,500000,0.005072,1.02E-04,9,2013
attraction,bf_0u,7.504162093,0.035381986,7.445561772,7.564307183,500000,0.656284,6.76E-04,14,1392
attraction,bf_0u,7.504648713,0.034798937,7.446157327,7.560375242,500000,0.655426,6.70E-04,14,182
attraction,bf_0u,7.508381166,0.035014918,7.449068256,7.564593841,500000,0.656668,6.73E-04,14,3766
non-monotonic_attraction,bf_u0,7.508596561,0.155674545,7.253301727,7.763568498,500000,0.005002,9.96E-05,14,31
non-monotonic_attraction,bf_u0,7.50961916,0.159194611,7.251766262,7.775213651,500000,0.005094,1.02E-04,2,1662
attraction,bf_0u,7.515616413,0.03529223,7.455802624,7.571537649,500000,0.656444,6.79E-04,14,1941
attraction,bf_0u,7.516588002,0.035118644,7.458546885,7.574921079,500000,0.65931,6.77E-04,9,2376
attraction,bf_0u,7.52120656,0.034465987,7.462592017,7.577354139,500000,0.655774,6.70E-04,14,1112
non-monotonic_attraction,bf_u0,7.523409364,0.157875554,7.270620998,7.79170014,500000,0.004998,9.88E-05,14,3803
attraction,bf_0u,7.523432661,0.03633043,7.465518136,7.584170505,500000,0.655938,6.70E-04,14,1963
repulsion,bf_0u,7.523706798,0.034914548,7.466850586,7.582223213,500000,0.655676,6.76E-04,14,746
similarity,bf_0u,7.523809524,1.265531769,5.750162364,9.866337014,500000,6.32E-04,3.61E-05,2,1662
attraction,bf_0u,7.525332721,0.035570439,7.468553148,7.585941448,500000,0.655908,6.72E-04,14,2692
similarity,bf_00',7.527935179,1.266416059,5.753362732,9.872377089,500000,6.32E-04,3.61E-05,2,1662
attraction,bf_0u,7.531180833,0.035479156,7.47326248,7.590960413,500000,0.660108,6.76E-04,9,3302
non-monotonic_repulsion,bf_00',7.53216501,0.06130102,7.43593254,7.638247289,500000,0.230482,5.91E-04,14,1101
non-monotonic_attraction,bf_u0,7.532168388,0.159397774,7.288279991,7.807873349,500000,0.005036,1.00E-04,5,436
attraction,bf_0u,7.533585598,0.035662868,7.475680425,7.593026433,500000,0.657004,6.79E-04,14,2333
attraction,bf_0u,7.535084887,0.035159606,7.477323899,7.593886727,500000,0.653322,6.72E-04,14,233
non-monotonic_attraction,bf_00',7.53549132,0.060539484,7.441144163,7.640291055,500000,0.229024,5.91E-04,9,851
attraction,bf_0u,7.535725788,0.034987012,7.480439163,7.5943886,500000,0.655156,6.77E-04,5,2501
attraction,bf_0u,7.536306435,0.035190996,7.479674212,7.596322807,500000,0.656352,6.69E-04,14,653
non-monotonic_attraction,bf_00',7.539039162,0.060875698,7.441315024,7.637988003,500000,0.228332,5.94E-04,5,2693
attraction,bf_0u,7.540407057,0.036031912,7.48144259,7.600091878,500000,0.656498,6.66E-04,14,31
attraction,bf_0u,7.542405683,0.034420612,7.484520403,7.599894201,500000,0.66254,6.74E-04,5,2306
non-monotonic_attraction,bf_00',7.544730107,0.06195013,7.442433751,7.645934324,500000,0.227348,5.89E-04,14,952
non-monotonic_repulsion,bf_0u,7.545059142,0.056008867,7.451496768,7.637997755,500000,0.284494,6.30E-04,14,1251
attraction,bf_00',7.548706306,0.043261112,7.476818291,7.618528398,500000,0.416956,6.84E-04,5,3572
non-monotonic_repulsion,bf_0u,7.550386374,0.055499401,7.463772731,7.644721137,500000,0.287262,6.34E-04,14,3126
repulsion,bf_00',7.550412751,0.044091565,7.475777907,7.621076174,500000,0.419292,7.01E-04,5,2251
non-monotonic_repulsion,bf_00',7.551968838,0.062109128,7.449955428,7.654518443,500000,0.226484,5.87E-04,14,1671
non-monotonic_repulsion,bf_0u,7.554875778,0.056080914,7.461362587,7.646338777,500000,0.284018,6.39E-04,2,336
repulsion,bf_00',7.555691245,0.043823623,7.484377095,7.628783855,500000,0.4205,7.08E-04,5,171
repulsion,bf_00',7.558161402,0.04334179,7.487807443,7.629377881,500000,0.418936,6.93E-04,14,1071
repulsion,bf_0u,7.558267879,0.03544628,7.500837371,7.616101564,500000,0.660124,6.67E-04,9,3732
non-monotonic_attraction,bf_00',7.5584319,0.061054965,7.458807707,7.657450045,500000,0.227988,5.96E-04,14,572
attraction,bf_0u,7.560009225,0.034410298,7.503180195,7.61750318,500000,0.655604,6.75E-04,14,451
similarity,bf_0u,7.5625,1.436645336,5.654882175,10.27949143,500000,4.84E-04,3.09E-05,5,1751
repulsion,bf_00',7.563835306,0.044006067,7.492115117,7.637429083,500000,0.418892,7.00E-04,2,3372
similarity,bf_00',7.565677788,1.437415164,5.657153561,10.28403641,500000,4.84E-04,3.09E-05,5,1751
attraction,bf_0u,7.565921464,0.035862437,7.507718907,7.626160718,500000,0.653166,6.81E-04,14,1493
non-monotonic_attraction,bf_u0,7.568319226,0.158149984,7.316428468,7.830246888,500000,0.004962,9.98E-05,2,1233
attraction,bf_0u,7.570081666,0.035234324,7.51117312,7.628561106,500000,0.65999,6.81E-04,9,711
attraction,bf_00',7.571457791,0.043870386,7.499476005,7.644839119,500000,0.419768,7.14E-04,5,2512
attraction,bf_u0,7.573759111,0.106007853,7.397206367,7.752470752,500000,0.011524,1.49E-04,2,3602
repulsion,bf_u0,7.57837181,0.103728156,7.414851854,7.749214974,500000,0.011522,1.52E-04,2,671
attraction,bf_0u,7.582149725,0.036191652,7.5234767,7.642729762,500000,0.654476,6.69E-04,14,1291
attraction,bf_0u,7.582932499,0.035754329,7.524466537,7.641415644,500000,0.658972,6.65E-04,9,2872
attraction,bf_0u,7.586989549,0.034776723,7.529341023,7.644372239,500000,0.659188,6.78E-04,9,1662
repulsion,bf_0u,7.588021201,0.035483798,7.529351759,7.646198342,500000,0.667154,6.70E-04,5,152
attraction,bf_0u,7.589702663,0.035665164,7.531258392,7.649475317,500000,0.665708,6.72E-04,9,3572
attraction,bf_0u,7.589853315,0.035683282,7.529408352,7.647964995,500000,0.663338,6.75E-04,14,2861
non-monotonic_attraction,bf_0u,7.591970072,0.05571211,7.500736111,7.687393563,500000,0.288176,6.43E-04,14,3011
non-monotonic_repulsion,bf_0u,7.592265943,0.05594295,7.502060336,7.684526772,500000,0.290966,6.39E-04,14,1392
attraction,bf_0u,7.5956768,0.035722473,7.53759287,7.654930614,500000,0.657102,6.62E-04,14,3291
attraction,bf_0u,7.599187789,0.035243846,7.541146105,7.656843265,500000,0.66616,6.62E-04,9,2276
similarity,bf_u0,7.6,5.04570321,3.694218729,17.47977923,500000,1.00E-05,4.81E-06,9,1693
non-monotonic_repulsion,bf_0u,7.606224484,0.057853962,7.511177166,7.69818581,500000,0.286922,6.34E-04,14,3332
non-monotonic_repulsion,bf_0u,7.607265795,0.055195103,7.517191703,7.697619453,500000,0.287296,6.33E-04,9,3401
non-monotonic_repulsion,bf_00',7.609362973,0.063032505,7.504089317,7.712689032,500000,0.230352,5.83E-04,9,1591
non-monotonic_repulsion,bf_00',7.610060768,0.06272386,7.506636125,7.714416131,500000,0.227408,5.86E-04,9,1151
non-monotonic_repulsion,bf_0u,7.620267787,0.057474387,7.528603469,7.715619263,500000,0.290256,6.34E-04,5,1183
attraction,bf_0u,7.621493608,0.035260723,7.562742286,7.67745296,500000,0.662948,6.81E-04,5,596
similarity,bf_0u,7.621621622,1.382159183,5.802249465,10.24198343,500000,5.64E-04,3.35E-05,2,791
similarity,bf_0u,7.625,1.512026569,5.679512643,10.55329251,500000,4.88E-04,3.13E-05,2,1381
non-monotonic_repulsion,bf_0u,7.625138457,0.05637641,7.531802886,7.71646098,500000,0.28913,6.36E-04,5,891
similarity,bf_00',7.625358324,1.383029062,5.804977211,10.24713063,500000,5.64E-04,3.35E-05,2,791
attraction,bf_00',7.627306047,0.044015553,7.555006201,7.699767439,500000,0.42151,6.99E-04,5,1662
similarity,bf_00',7.628234578,1.512843016,5.682027065,10.55783103,500000,4.88E-04,3.13E-05,2,1381
repulsion,bf_00',7.629414928,0.044500395,7.556741298,7.702237396,500000,0.422532,6.99E-04,14,241
non-monotonic_repulsion,bf_0u,7.630893203,0.05726336,7.53723634,7.724802579,500000,0.291668,6.42E-04,14,3343
non-monotonic_repulsion,bf_u0,7.631896899,0.164491332,7.365645368,7.898825715,500000,0.004966,9.92E-05,2,3646
attraction,bf_u0,7.632804233,0.107341076,7.454712528,7.807259603,500000,0.01134,1.50E-04,2,3003
non-monotonic_attraction,bf_00',7.633049276,0.062606137,7.532058046,7.737518066,500000,0.230142,5.96E-04,9,1471
non-monotonic_repulsion,bf_0u,7.636078306,0.057205966,7.54233221,7.728253242,500000,0.287086,6.40E-04,14,2321
non-monotonic_repulsion,bf_00',7.641251808,0.062076538,7.53609038,7.740710053,500000,0.231582,6.04E-04,2,572
similarity,bf_0u,7.642857143,1.655996262,5.523517671,10.75422897,500000,4.28E-04,2.88E-05,5,1196
similarity,bf_00',7.645701503,1.656791232,5.525500909,10.75885982,500000,4.28E-04,2.88E-05,5,1196
non-monotonic_repulsion,bf_0u,7.645777,0.057320788,7.55054305,7.739517418,500000,0.288414,6.36E-04,14,241
attraction,bf_0u,7.646194622,0.035973338,7.58964133,7.707432541,500000,0.669302,6.69E-04,14,1722
repulsion,bf_00',7.648447259,0.044313297,7.575674992,7.721866597,500000,0.420994,6.96E-04,9,1143
non-monotonic_repulsion,bf_00',7.651596209,0.062615368,7.547848214,7.75029615,500000,0.232554,5.86E-04,9,2313
repulsion,bf_00',7.656366844,0.044521518,7.584286662,7.73072324,500000,0.422272,7.01E-04,2,53
non-monotonic_repulsion,bf_0u,7.658088235,0.056857557,7.561254264,7.750029633,500000,0.29162,6.53E-04,5,3011
attraction,bf_0u,7.660821007,0.036018429,7.600440924,7.719296148,500000,0.663994,6.68E-04,9,2553
attraction,bf_0u,7.664942885,0.034912449,7.609147108,7.724452493,500000,0.666988,6.65E-04,14,3803
similarity,bf_u0,7.666666667,4.192651318,3.897246284,16.39736575,500000,1.20E-05,5.14E-06,9,2992
attraction,bf_0u,7.666977761,0.036364534,7.606269643,7.72761224,500000,0.673636,6.68E-04,14,1082
attraction,bf_0u,7.668022801,0.035708107,7.608719739,7.72620454,500000,0.66721,6.60E-04,9,1151
attraction,bf_0u,7.668160089,0.035545699,7.610047493,7.724554161,500000,0.664078,6.60E-04,9,2933
attraction,bf_0u,7.670384651,0.036348261,7.610020561,7.728262138,500000,0.668428,6.67E-04,9,3552
repulsion,bf_00',7.672567069,0.043900159,7.601991894,7.747176115,500000,0.423364,7.07E-04,5,2293
repulsion,bf_00',7.674234093,0.04483185,7.599185175,7.745632884,500000,0.421242,6.98E-04,9,1233
non-monotonic_repulsion,bf_0u,7.674376848,0.057195146,7.580643661,7.768039621,500000,0.290644,6.30E-04,9,2681
attraction,bf_0u,7.676224777,0.035964635,7.6170375,7.735019946,500000,0.664976,6.67E-04,9,3631
non-monotonic_repulsion,bf_0u,7.680839699,0.056780446,7.58833769,7.775387968,500000,0.287586,6.39E-04,5,2423
repulsion,bf_0u,7.683916817,0.035844669,7.625562272,7.741860406,500000,0.674694,6.56E-04,5,1773
non-monotonic_attraction,bf_u0,7.685702547,0.165995108,7.418775425,7.959003533,500000,0.004868,9.83E-05,5,1452
non-monotonic_repulsion,bf_0u,7.688298659,0.059279265,7.59008849,7.785538046,500000,0.291202,6.42E-04,9,2736
attraction,bf_00',7.690112303,0.044072544,7.618709198,7.761836284,500000,0.424032,7.09E-04,2,952
non-monotonic_repulsion,bf_0u,7.691471215,0.057658214,7.596101962,7.785010302,500000,0.288584,6.42E-04,14,2972
non-monotonic_repulsion,bf_0u,7.691937616,0.05880113,7.598302862,7.789123037,500000,0.290986,6.25E-04,14,783
non-monotonic_repulsion,bf_0u,7.693832951,0.057305628,7.597676548,7.786327709,500000,0.288688,6.43E-04,9,1403
similarity,bf_0u,7.694444444,1.419899033,5.790286258,10.35490113,500000,5.54E-04,3.28E-05,2,1682
attraction,bf_0u,7.695140653,0.035529614,7.636924428,7.754429622,500000,0.672386,6.75E-04,9,642
non-monotonic_attraction,bf_00',7.69646441,0.062440052,7.593902786,7.79815926,500000,0.232474,5.91E-04,9,1803
similarity,bf_00',7.698155222,1.420768796,5.792978189,10.36010267,500000,5.54E-04,3.28E-05,2,1682
repulsion,bf_0u,7.701822739,0.035693401,7.641816682,7.760046792,500000,0.676066,6.68E-04,2,1941
attraction,bf_00',7.70492026,0.044719683,7.634243329,7.779697692,500000,0.425426,6.98E-04,2,3822
attraction,bf_0u,7.705452696,0.036200233,7.645873776,7.766524313,500000,0.666722,6.80E-04,5,93
similarity,bf_0u,7.705882353,1.471041827,5.763162028,10.46673524,500000,5.24E-04,3.25E-05,2,3943
non-monotonic_repulsion,bf_00',7.706897226,0.062650367,7.601506305,7.806725837,500000,0.233284,6.11E-04,2,1471
non-monotonic_repulsion,bf_0u,7.707322242,0.057846096,7.613860479,7.805369749,500000,0.290936,6.49E-04,5,3572
similarity,bf_00',7.709398078,1.471895685,5.765753804,10.47188456,500000,5.24E-04,3.25E-05,2,3943
non-monotonic_repulsion,bf_0u,7.709510086,0.056972811,7.619818785,7.808140492,500000,0.294272,6.38E-04,2,102
non-monotonic_repulsion,bf_00',7.710451347,0.061827704,7.609606901,7.812300428,500000,0.231384,5.98E-04,14,2121
attraction,bf_00',7.711815238,0.044099645,7.64124281,7.787102776,500000,0.425828,6.88E-04,2,481
non-monotonic_attraction,bf_00',7.713462956,0.062343802,7.610205907,7.816659949,500000,0.23166,6.00E-04,9,3613
repulsion,bf_0u,7.714665079,0.035616247,7.655116897,7.772219962,500000,0.673984,6.65E-04,5,3102
attraction,bf_00',7.716910879,0.045002613,7.643592876,7.791399012,500000,0.422946,7.07E-04,5,3886
non-monotonic_repulsion,bf_00',7.717256581,0.063705038,7.61287366,7.824390245,500000,0.232298,6.03E-04,5,2306
repulsion,bf_00',7.719090931,0.044734726,7.645518281,7.790407689,500000,0.423686,6.96E-04,5,2842
non-monotonic_attraction,bf_u0,7.724165989,0.16706741,7.451363865,8.006577406,500000,0.004916,9.92E-05,2,1082
attraction,bf_0u,7.725528529,0.036532567,7.664220939,7.785724973,500000,0.679692,6.62E-04,5,102
non-monotonic_repulsion,bf_00',7.726073616,0.063447437,7.622665564,7.831854944,500000,0.234346,6.04E-04,5,22
repulsion,bf_00',7.730138002,0.044756548,7.65738783,7.803863407,500000,0.425098,6.94E-04,9,171
non-monotonic_attraction,bf_0u,7.732927405,0.058783721,7.639441379,7.83209626,500000,0.29464,6.56E-04,9,3766
repulsion,bf_0u,7.736787826,0.036206172,7.675717799,7.794784348,500000,0.675174,6.63E-04,14,3343
similarity,bf_0u,7.738095238,1.288076943,5.966357556,10.21624712,500000,6.50E-04,3.59E-05,9,532
non-monotonic_repulsion,bf_0u,7.738831251,0.057496024,7.642911215,7.830976815,500000,0.292404,6.46E-04,14,3273
non-monotonic_repulsion,bf_00',7.739500049,0.063197368,7.638062526,7.844638442,500000,0.231442,5.88E-04,9,2321
repulsion,bf_0u,7.739914341,0.035526476,7.680946932,7.797618883,500000,0.672258,6.60E-04,9,891
attraction,bf_00',7.742184641,0.044945539,7.666966774,7.812540441,500000,0.425098,7.02E-04,2,1002
similarity,bf_00',7.742477849,1.289001717,5.96936535,10.22256193,500000,6.50E-04,3.59E-05,9,532
non-monotonic_attraction,bf_u0,7.743737166,0.164125041,7.478583478,8.018121787,500000,0.00487,9.85E-05,9,1093
non-monotonic_repulsion,bf_00',7.744319204,0.061982249,7.645800929,7.848959591,500000,0.2331,5.91E-04,5,3332
attraction,bf_0u,7.745795213,0.036104944,7.686122905,7.805854468,500000,0.670538,6.71E-04,14,1983
attraction,bf_0u,7.74832468,0.036660356,7.689692224,7.81030855,500000,0.67756,6.59E-04,5,261
attraction,bf_00',7.749502999,0.045600216,7.673827555,7.822133452,500000,0.42512,6.94E-04,2,2842
attraction,bf_0u,7.750517027,0.036466777,7.69065019,7.811492532,500000,0.674574,6.68E-04,2,2471
non-monotonic_attraction,bf_u0,7.755077173,0.164964586,7.489367974,8.033541542,500000,0.004924,1.00E-04,2,2831
attraction,bf_0u,7.755770288,0.036360113,7.695221804,7.815274161,500000,0.67742,6.57E-04,14,2992
repulsion,bf_u0,7.757920968,0.109191238,7.583682676,7.936626856,500000,0.011236,1.48E-04,9,341
attraction,bf_00',7.76096893,0.044579635,7.68917818,7.836170615,500000,0.424786,6.95E-04,2,3822
non-monotonic_repulsion,bf_00',7.761705492,0.063984295,7.65789828,7.866921196,500000,0.23212,5.88E-04,14,3482
attraction,bf_00',7.762503654,0.044791606,7.688549822,7.836099194,500000,0.425542,7.08E-04,2,2842
attraction,bf_0u,7.764310688,0.037039105,7.703100033,7.825940538,500000,0.679548,6.68E-04,5,371
attraction,bf_00',7.765753251,0.044514063,7.692621737,7.839919162,500000,0.427074,7.00E-04,5,3412
repulsion,bf_u0,7.769396166,0.108437527,7.588451707,7.953086629,500000,0.011162,1.48E-04,14,2842
attraction,bf_00',7.769953202,0.04515345,7.698366242,7.846802012,500000,0.425118,6.99E-04,2,952
repulsion,bf_u0,7.770936835,0.105396679,7.604346662,7.95230236,500000,0.011272,1.48E-04,2,1071
attraction,bf_0u,7.776056049,0.035838239,7.716770465,7.835520343,500000,0.681478,6.74E-04,5,436
repulsion,bf_u0,7.778471974,0.109447633,7.606416123,7.959122267,500000,0.011204,1.50E-04,14,2001
attraction,bf_0u,7.779488709,0.037473861,7.718521752,7.840774295,500000,0.677998,6.58E-04,5,2013
attraction,bf_0u,7.77977766,0.036119688,7.720373303,7.838815004,500000,0.676016,6.72E-04,5,3591
non-monotonic_repulsion,bf_0u,7.780176071,0.057123521,7.68672974,7.87373909,500000,0.293406,6.52E-04,5,3972
repulsion,bf_0u,7.782678208,0.036159426,7.723904288,7.843853327,500000,0.681498,6.56E-04,14,521
attraction,bf_0u,7.787844591,0.036091666,7.72656621,7.844643948,500000,0.676312,6.60E-04,2,2471
attraction,bf_00',7.789040612,0.045078697,7.714371027,7.866072934,500000,0.425804,6.93E-04,2,481
attraction,bf_00',7.791881262,0.045487011,7.718586289,7.866628977,500000,0.426982,7.05E-04,2,2693
attraction,bf_u0,7.792633257,0.110387681,7.61161435,7.969280041,500000,0.011294,1.48E-04,2,3602
repulsion,bf_0u,7.795539885,0.035986506,7.738019762,7.853895678,500000,0.680956,6.67E-04,14,1411
non-monotonic_attraction,bf_0u,7.795898028,0.057905981,7.700741768,7.893975204,500000,0.297242,6.45E-04,9,152
non-monotonic_attraction,bf_u0,7.795960429,0.166812831,7.527554027,8.076760485,500000,0.004852,9.81E-05,2,2306
attraction,bf_00',7.798015586,0.044569827,7.725304621,7.871109167,500000,0.42595,6.99E-04,2,2693
similarity,bf_u0,7.8,4.765568366,3.766594653,17.06526268,500000,1.00E-05,4.85E-06,9,2886
non-monotonic_attraction,bf_u0,7.801886792,0.163096859,7.545705524,8.083757148,500000,0.004876,9.83E-05,14,706
repulsion,bf_00',7.803271299,0.045064992,7.73066283,7.879062388,500000,0.42572,7.06E-04,5,3401
repulsion,bf_00',7.807731755,0.044071508,7.734835462,7.880767552,500000,0.42751,7.07E-04,9,1936
attraction,bf_0u,7.808193968,0.036775386,7.749596919,7.868527753,500000,0.67886,6.67E-04,14,1843
attraction,bf_0u,7.813266075,0.036231256,7.754582969,7.873710877,500000,0.684614,6.59E-04,2,2681
attraction,bf_0u,7.816164047,0.036474045,7.754454291,7.87642311,500000,0.675426,6.77E-04,14,3073
repulsion,bf_0u,7.817922006,0.037000883,7.756905807,7.879638208,500000,0.678408,6.58E-04,14,1711
non-monotonic_attraction,bf_u0,7.827841845,0.168255648,7.55008493,8.101153361,500000,0.004856,9.99E-05,9,111
attraction,bf_0u,7.828492137,0.036423413,7.769336403,7.887973012,500000,0.677008,6.49E-04,5,2223
